Sex,Pclass,Embarked,Title,FamilySize_Cat,Sex_Pclass,AgeGroup,Deck,FareBin,IsAlone,CabinKnown,Age,Fare,FarePerPerson,FamilySize,TicketGroupSize,Survived
male,2,S,Mr,Alone,male_2,Adult,Unknown,Medium,1,0,30.0,10.5,10.5,1,1,0.0
male,3,S,Mr,Alone,male_3,Adult,Unknown,Medium,1,0,16.0,8.05,8.05,1,1,1.0
male,2,S,Mr,Alone,male_2,Adult,Unknown,Medium,1,0,27.0,13.0,13.0,1,1,0.0
male,3,S,Mr,Alone,male_3,Adult,Unknown,Medium,1,0,51.0,8.05,8.05,1,1,0.0
male,3,S,Mr,Alone,male_3,Adult,Unknown,Low,1,0,25.0,7.8958,7.8958,1,1,0.0
male,1,S,Mr,Small,male_1,Adult,C,VeryHigh,0,1,38.0,90.0,45.0,2,2,1.0
male,3,S,Mr,Alone,male_3,Adult,Unknown,Medium,1,0,22.0,9.35,9.35,1,1,0.0
male,2,S,Mr,Alone,male_2,Adult,Unknown,Medium,1,0,19.0,10.5,10.5,1,1,1.0
male,3,S,Mr,Alone,male_3,Adult,Unknown,Low,1,0,20.5,7.25,7.25,1,1,0.0
male,2,S,Mr,Alone,male_2,Adult,Unknown,Medium,1,0,18.0,13.0,13.0,1,1,0.0
female,3,S,Miss,Large,female_3,Adult,Unknown,High,0,0,22.0,25.4667,5.0933399999999995,5,5,0.0
female,1,S,Mrs,Small,female_1,Adult,C,VeryHigh,0,1,35.0,83.475,41.7375,2,2,1.0
male,3,S,Mr,Alone,male_3,Adult,Unknown,Low,1,0,29.0,7.775,7.775,1,1,0.0
male,2,S,Mr,Alone,male_2,Adult,Unknown,Medium,1,0,59.0,13.5,13.5,1,1,0.0
female,3,S,Miss,Large,female_3,Child,Unknown,VeryHigh,0,0,5.0,31.3875,4.483928571428572,7,7,1.0
male,2,S,Mr,Alone,male_2,Adult,Unknown,Medium,1,0,24.0,10.5,10.5,1,1,0.0
female,3,S,Miss,Alone,female_3,Adult,Unknown,Low,1,0,22.0,7.55,7.55,1,1,0.0
male,2,S,Mr,Small,male_2,Adult,Unknown,High,0,0,44.0,26.0,13.0,2,2,0.0
female,2,S,Miss,Optimal,female_2,Child,Unknown,High,0,0,8.0,26.25,8.75,3,3,1.0
male,2,S,Mr,Alone,male_2,Adult,Unknown,Medium,1,0,19.0,10.5,10.5,1,1,0.0
male,2,S,Mr,Alone,male_2,Adult,Unknown,Medium,1,0,33.0,12.275,12.275,1,1,0.0
female,3,C,Miss,Small,female_3,Adult,Unknown,Medium,0,0,22.0,14.4542,7.2271,2,2,0.0
female,3,Q,Miss,Small,female_3,Adult,Unknown,High,0,0,22.0,15.5,7.75,2,2,1.0
male,2,S,Mr,Alone,male_2,Adult,Unknown,Medium,1,0,29.0,10.5,10.5,1,1,0.0
male,3,S,Mr,Alone,male_3,Adult,Unknown,Low,1,0,22.0,7.125,7.125,1,1,0.0
male,3,C,Mr,Alone,male_3,Adult,Unknown,Low,1,0,30.0,7.225,7.225,1,1,0.0
male,1,Q,Rare,Optimal,male_1,Adult,C,VeryHigh,0,1,44.0,90.0,30.0,3,3,0.0
female,3,S,Miss,Alone,female_3,Adult,Unknown,Low,1,0,25.0,7.775,7.775,1,1,0.0
female,2,S,Mrs,Optimal,female_2,Adult,Unknown,High,0,0,24.0,14.5,4.833333333333333,3,2,1.0
male,1,S,Mr,Optimal,male_1,Adult,D,VeryHigh,0,1,37.0,52.5542,17.518066666666666,3,2,1.0
male,2,S,Rare,Small,male_2,Adult,Unknown,High,0,0,54.0,26.0,13.0,2,2,0.0
male,3,S,Mr,Alone,male_3,Adult,Unknown,Low,1,0,25.0,7.25,7.25,1,1,0.0
female,3,S,Mrs,Optimal,female_3,Adult,G,Medium,0,1,29.0,10.4625,3.4875000000000003,3,2,0.0
male,1,S,Mr,Alone,male_1,Elderly,C,High,1,1,62.0,26.55,26.55,1,1,0.0
male,3,S,Mr,Small,male_3,Adult,Unknown,High,0,0,30.0,16.1,8.05,2,2,0.0
female,3,S,Mrs,Optimal,female_3,Adult,Unknown,High,0,0,41.0,20.2125,6.7375,3,3,0.0
female,3,C,Mrs,Optimal,female_3,Adult,Unknown,High,0,0,29.0,15.2458,5.081933333333333,3,3,1.0
female,1,C,Mrs,Alone,female_1,Adult,Unknown,VeryHigh,1,0,36.0,79.2,79.2,1,2,1.0
female,1,S,Miss,Alone,female_1,Adult,B,VeryHigh,1,1,30.0,86.5,86.5,1,3,1.0
female,1,C,Miss,Alone,female_1,Adult,Unknown,VeryHigh,1,0,35.0,512.3292,512.3292,1,4,1.0
female,2,S,Mrs,Small,female_2,Adult,Unknown,High,0,0,50.0,26.0,13.0,2,2,1.0
male,3,Q,Mr,Alone,male_3,Adult,Unknown,Low,1,0,25.0,7.75,7.75,1,1,0.0
male,3,S,Master,Large,male_3,Child,Unknown,VeryHigh,0,0,3.0,31.3875,4.483928571428572,7,7,1.0
male,1,S,Mr,Optimal,male_1,Adult,E,VeryHigh,0,1,52.0,79.65,26.55,3,3,0.0
male,1,S,Mr,Alone,male_1,Adult,B,Low,1,1,40.0,0.0,0.0,1,1,0.0
female,3,Q,Miss,Alone,female_3,Adult,Unknown,Low,1,0,22.0,7.75,7.75,1,1,0.0
male,2,S,Mr,Alone,male_2,Adult,Unknown,Medium,1,0,36.0,10.5,10.5,1,1,0.0
male,3,S,Mr,Large,male_3,Adult,Unknown,VeryHigh,0,0,16.0,39.6875,6.614583333333333,6,7,0.0
male,3,S,Mr,Small,male_3,Adult,Unknown,Low,0,0,25.0,7.775,3.8875,2,1,1.0
female,1,S,Mrs,Small,female_1,Adult,C,VeryHigh,0,1,58.0,153.4625,76.73125,2,3,1.0
female,1,S,Miss,Alone,female_1,Adult,C,VeryHigh,1,1,35.0,135.6333,135.6333,1,4,1.0
male,1,S,Mr,Alone,male_1,Adult,Unknown,High,1,0,42.0,31.0,31.0,1,2,0.0
male,3,S,Mr,Alone,male_3,Adult,Unknown,Low,1,0,25.0,0.0,0.0,1,4,1.0
female,2,S,Mrs,Small,female_2,Adult,Unknown,High,0,0,41.0,19.5,9.75,2,2,1.0
male,1,C,Mr,Small,male_1,Adult,C,High,0,1,37.0,29.7,14.85,2,1,0.0
female,3,Q,Miss,Alone,female_3,Adult,Unknown,Low,1,0,22.0,7.75,7.75,1,1,1.0
female,1,S,Miss,Small,female_1,Elderly,D,VeryHigh,0,1,63.0,77.9583,38.97915,2,3,1.0
female,3,S,Miss,Alone,female_3,Adult,Unknown,Low,1,0,45.0,7.75,7.75,1,1,0.0
male,2,S,Mr,Alone,male_2,Adult,Unknown,Low,1,0,29.5,0.0,0.0,1,3,0.0
male,3,Q,Master,Large,male_3,Child,Unknown,High,0,0,7.0,29.125,4.854166666666667,6,6,0.0
female,3,S,Mrs,Optimal,female_3,Adult,Unknown,High,0,0,35.0,20.25,6.75,3,3,1.0
male,3,Q,Mr,Alone,male_3,Elderly,Unknown,Low,1,0,65.0,7.75,7.75,1,1,0.0
male,3,S,Mr,Alone,male_3,Adult,Unknown,Low,1,0,28.0,7.8542,7.8542,1,1,0.0
male,3,S,Mr,Alone,male_3,Adult,Unknown,Medium,1,0,16.0,9.5,9.5,1,1,0.0
male,3,S,Mr,Alone,male_3,Adult,Unknown,Medium,1,0,19.0,8.05,8.05,1,1,1.0
male,1,S,Mr,Alone,male_1,Adult,A,High,1,1,42.0,26.0,26.0,1,1,0.0
male,3,C,Mr,Alone,male_3,Adult,Unknown,Medium,1,0,33.0,8.6625,8.6625,1,1,0.0
male,3,S,Mr,Alone,male_3,Adult,Unknown,Medium,1,0,30.0,9.5,9.5,1,1,1.0
male,3,S,Mr,Alone,male_3,Adult,Unknown,Low,1,0,22.0,7.8958,7.8958,1,1,0.0
male,2,S,Mr,Alone,male_2,Adult,Unknown,Medium,1,0,42.0,13.0,13.0,1,1,1.0
female,3,Q,Miss,Alone,female_3,Adult,Unknown,Low,1,0,22.0,7.75,7.75,1,1,1.0
female,1,S,Miss,Alone,female_1,Adult,Unknown,VeryHigh,1,0,26.0,78.85,78.85,1,3,1.0
female,1,C,Mrs,Small,female_1,Adult,B,VeryHigh,0,1,19.0,91.0792,45.5396,2,2,1.0
male,2,C,Mr,Alone,male_2,Adult,D,Medium,1,1,36.0,12.875,12.875,1,1,0.0
female,3,S,Miss,Alone,female_3,Adult,Unknown,Medium,1,0,24.0,8.85,8.85,1,1,0.0
male,3,S,Mr,Alone,male_3,Adult,Unknown,Low,1,0,24.0,7.8958,7.8958,1,1,0.0
male,1,C,Mr,Alone,male_1,Adult,Unknown,High,1,0,42.0,27.7208,27.7208,1,1,0.0
male,3,C,Mr,Alone,male_3,Adult,Unknown,Low,1,0,23.5,7.2292,7.2292,1,1,0.0
female,1,S,Miss,Optimal,female_1,Child,C,VeryHigh,0,1,2.0,151.55,37.8875,4,6,0.0
male,1,S,Mr,Alone,male_1,Adult,C,High,1,1,42.0,30.5,30.5,1,1,1.0
female,1,C,Mrs,Small,female_1,Adult,B,VeryHigh,0,1,50.0,247.5208,123.7604,2,3,1.0
female,3,Q,Miss,Alone,female_3,Adult,Unknown,Low,1,0,22.0,7.75,7.75,1,1,1.0
male,3,Q,Mr,Optimal,male_3,Adult,Unknown,High,0,0,25.0,23.25,7.75,3,3,1.0
male,3,S,Mr,Alone,male_3,Adult,Unknown,Low,1,0,19.0,0.0,0.0,1,4,0.0
female,2,Q,Miss,Alone,female_2,Adult,E,Medium,1,1,28.0,12.35,12.35,1,1,1.0
male,3,S,Mr,Alone,male_3,Adult,Unknown,Medium,1,0,25.0,8.05,8.05,1,1,0.0
male,1,S,Master,Optimal,male_1,Child,C,VeryHigh,0,1,0.92,151.55,37.8875,4,6,1.0
female,1,C,Miss,Alone,female_1,Adult,Unknown,VeryHigh,1,0,36.0,110.8833,110.8833,1,4,1.0
female,1,C,Mrs,Small,female_1,Adult,C,VeryHigh,0,1,17.0,108.9,54.45,2,3,1.0
male,2,C,Mr,Small,male_2,Adult,Unknown,High,0,0,30.0,24.0,12.0,2,2,0.0
female,1,C,Miss,Alone,female_1,Adult,E,VeryHigh,1,1,30.0,56.9292,56.9292,1,2,1.0
female,1,C,Miss,Alone,female_1,Adult,C,VeryHigh,1,1,24.0,83.1583,83.1583,1,3,1.0
female,1,C,Miss,Large,female_1,Adult,B,VeryHigh,0,1,18.0,262.375,52.475,5,7,1.0
female,2,S,Mrs,Optimal,female_2,Adult,Unknown,High,0,0,26.0,26.0,8.666666666666666,3,2,0.0
male,3,S,Mr,Alone,male_3,Adult,Unknown,Low,1,0,28.0,7.8958,7.8958,1,1,0.0
male,2,S,Mr,Optimal,male_2,Adult,Unknown,High,0,0,43.0,26.25,8.75,3,3,0.0
female,3,S,Miss,Alone,female_3,Adult,Unknown,Low,1,0,26.0,7.8542,7.8542,1,1,1.0
female,2,S,Mrs,Small,female_2,Adult,Unknown,High,0,0,24.0,26.0,13.0,2,2,1.0
male,2,S,Rare,Alone,male_2,Adult,Unknown,Medium,1,0,54.0,14.0,14.0,1,1,0.0
female,1,S,Miss,Optimal,female_1,Adult,C,VeryHigh,0,1,31.0,164.8667,54.95556666666667,3,4,1.0
female,1,C,Mrs,Optimal,female_1,Adult,E,VeryHigh,0,1,40.0,134.5,44.833333333333336,3,5,1.0
male,3,S,Mr,Alone,male_3,Adult,Unknown,Low,1,0,22.0,7.25,7.25,1,1,0.0
male,3,S,Mr,Alone,male_3,Adult,Unknown,Low,1,0,27.0,7.8958,7.8958,1,1,0.0
female,2,Q,Miss,Alone,female_2,Adult,Unknown,Medium,1,0,30.0,12.35,12.35,1,1,1.0
female,2,S,Mrs,Optimal,female_2,Adult,Unknown,High,0,0,22.0,29.0,9.666666666666666,3,3,1.0
male,3,S,Mr,Large,male_3,Adult,Unknown,VeryHigh,0,0,25.0,69.55,6.322727272727272,11,11,0.0
female,1,C,Miss,Alone,female_1,Adult,C,VeryHigh,1,1,36.0,135.6333,135.6333,1,4,1.0
male,3,S,Mr,Alone,male_3,Elderly,Unknown,Low,1,0,61.0,6.2375,6.2375,1,1,0.0
female,2,S,Mrs,Alone,female_2,Adult,D,Medium,1,1,36.0,13.0,13.0,1,1,1.0
female,3,S,Mrs,Optimal,female_3,Adult,Unknown,High,0,0,31.0,20.525,6.841666666666666,3,3,1.0
female,1,C,Miss,Small,female_1,Adult,B,VeryHigh,0,1,16.0,57.9792,28.9896,2,2,1.0
female,3,Q,Miss,Optimal,female_3,Adult,Unknown,High,0,0,22.0,23.25,7.75,3,3,1.0
male,1,S,Mr,Alone,male_1,Adult,C,High,1,1,45.5,28.5,28.5,1,1,0.0
male,1,S,Mr,Small,male_1,Adult,C,VeryHigh,0,1,38.0,153.4625,76.73125,2,3,0.0
male,3,S,Mr,Optimal,male_3,Adult,Unknown,High,0,0,16.0,18.0,6.0,3,2,0.0
female,1,S,Mrs,Small,female_1,Adult,Unknown,VeryHigh,0,0,36.0,133.65,66.825,2,2,1.0
male,3,S,Mr,Alone,male_3,Adult,Unknown,Low,1,0,25.0,7.8958,7.8958,1,1,0.0
male,1,S,Mr,Small,male_1,Adult,C,VeryHigh,0,1,29.0,66.6,33.3,2,2,0.0
female,1,C,Miss,Alone,female_1,Adult,E,VeryHigh,1,1,41.0,134.5,134.5,1,5,1.0
male,3,S,Mr,Alone,male_3,Adult,Unknown,Medium,1,0,45.0,8.05,8.05,1,1,1.0
male,1,S,Mr,Alone,male_1,Adult,T,VeryHigh,1,1,45.0,35.5,35.5,1,1,0.0
male,2,S,Master,Optimal,male_2,Child,F,High,0,1,2.0,26.0,8.666666666666666,3,3,1.0
female,1,S,Miss,Large,female_1,Adult,C,VeryHigh,0,1,24.0,263.0,43.833333333333336,6,6,1.0
male,2,S,Mr,Alone,male_2,Adult,Unknown,Medium,1,0,28.0,13.0,13.0,1,1,0.0
male,2,S,Mr,Alone,male_2,Adult,Unknown,Medium,1,0,25.0,13.0,13.0,1,1,0.0
male,2,S,Mr,Alone,male_2,Adult,Unknown,Medium,1,0,36.0,13.0,13.0,1,1,0.0
female,2,S,Miss,Alone,female_2,Adult,F,Medium,1,1,24.0,13.0,13.0,1,1,1.0
female,2,S,Miss,Alone,female_2,Adult,Unknown,Medium,1,0,40.0,13.0,13.0,1,1,1.0
female,3,S,Mrs,Small,female_3,Adult,Unknown,High,0,0,22.0,16.1,8.05,2,2,1.0
male,3,S,Master,Optimal,male_3,Child,Unknown,High,0,0,3.0,15.9,5.3,3,3,1.0
male,3,S,Mr,Alone,male_3,Adult,Unknown,Medium,1,0,42.0,8.6625,8.6625,1,1,0.0
male,3,S,Mr,Alone,male_3,Adult,Unknown,Medium,1,0,23.0,9.225,9.225,1,1,0.0
male,1,S,Mr,Alone,male_1,Adult,C,VeryHigh,1,1,42.0,35.0,35.0,1,1,0.0
male,3,C,Mr,Optimal,male_3,Child,Unknown,Low,0,0,15.0,7.2292,2.409733333333333,3,1,0.0
male,3,S,Mr,Small,male_3,Adult,Unknown,High,0,0,25.0,17.8,8.9,2,2,0.0
male,3,C,Mr,Alone,male_3,Adult,Unknown,Low,1,0,25.0,7.225,7.225,1,1,0.0
male,3,S,Mr,Alone,male_3,Adult,Unknown,Medium,1,0,28.0,9.5,9.5,1,1,0.0
female,1,S,Miss,Small,female_1,Adult,E,VeryHigh,0,1,22.0,55.0,27.5,2,2,1.0
female,2,S,Miss,Alone,female_2,Adult,Unknown,Medium,1,0,38.0,13.0,13.0,1,1,0.0
female,3,Q,Miss,Alone,female_3,Adult,Unknown,Low,1,0,22.0,7.8792,7.8792,1,1,1.0
female,3,Q,Miss,Alone,female_3,Adult,Unknown,Low,1,0,22.0,7.8792,7.8792,1,1,1.0
male,3,S,Mr,Large,male_3,Adult,Unknown,High,0,0,40.0,27.9,4.6499999999999995,6,6,0.0
male,2,C,Mr,Small,male_2,Adult,Unknown,High,0,0,29.0,27.7208,13.8604,2,2,0.0
female,3,C,Mrs,Small,female_3,Adult,Unknown,Medium,0,0,45.0,14.4542,7.2271,2,2,0.0
male,3,S,Mr,Alone,male_3,Adult,Unknown,Low,1,0,35.0,7.05,7.05,1,1,0.0
male,3,Q,Mr,Small,male_3,Adult,Unknown,High,0,0,25.0,15.5,7.75,2,2,0.0
male,3,S,Mr,Alone,male_3,Adult,Unknown,Low,1,0,30.0,7.25,7.25,1,1,0.0
female,1,C,Mrs,Small,female_1,Elderly,D,VeryHigh,0,1,60.0,75.25,37.625,2,2,1.0
female,3,C,Mrs,Alone,female_3,Adult,Unknown,Low,1,0,22.0,7.2292,7.2292,1,1,1.0
female,3,Q,Miss,Alone,female_3,Adult,Unknown,Low,1,0,22.0,7.75,7.75,1,1,1.0
female,1,C,Mrs,Alone,female_1,Adult,B,VeryHigh,1,1,24.0,69.3,69.3,1,2,1.0
male,1,C,Mr,Small,male_1,Adult,E,VeryHigh,0,1,25.0,55.4417,27.72085,2,2,1.0
male,3,S,Mr,Small,male_3,Adult,Unknown,Low,0,0,18.0,6.4958,3.2479,2,1,0.0
male,3,S,Mr,Alone,male_3,Adult,Unknown,Medium,1,0,19.0,8.05,8.05,1,1,0.0
male,1,C,Mr,Alone,male_1,Adult,Unknown,VeryHigh,1,0,22.0,135.6333,135.6333,1,4,0.0
female,3,S,Miss,Large,female_3,Child,Unknown,High,0,0,3.0,21.075,4.215,5,5,0.0
female,1,C,Mrs,Small,female_1,Adult,Unknown,VeryHigh,0,0,36.0,82.1708,41.0854,2,2,1.0
female,3,S,Miss,Alone,female_3,Adult,Unknown,Low,1,0,22.0,7.25,7.25,1,1,1.0
male,1,C,Mr,Optimal,male_1,Adult,C,VeryHigh,0,1,27.0,211.5,70.5,3,5,0.0
male,3,C,Mr,Alone,male_3,Adult,Unknown,Low,1,0,20.0,4.0125,4.0125,1,1,0.0
male,3,S,Mr,Alone,male_3,Adult,Unknown,Low,1,0,19.0,7.775,7.775,1,1,0.0
female,1,C,Miss,Alone,female_1,Adult,Unknown,VeryHigh,1,0,42.0,227.525,227.525,1,5,1.0
female,3,C,Miss,Optimal,female_3,Child,Unknown,High,0,0,1.0,15.7417,5.247233333333333,3,3,1.0
male,3,S,Mr,Alone,male_3,Adult,Unknown,Medium,1,0,32.0,7.925,7.925,1,1,0.0
female,1,S,Mrs,Small,female_1,Adult,Unknown,VeryHigh,0,0,35.0,52.0,26.0,2,2,1.0
male,3,S,Mr,Alone,male_3,Adult,Unknown,Low,1,0,25.0,7.8958,7.8958,1,1,0.0
male,2,S,Mr,Alone,male_2,Adult,Unknown,VeryHigh,1,0,18.0,73.5,73.5,1,7,0.0
male,3,S,Master,Large,male_3,Child,Unknown,VeryHigh,0,0,1.0,46.9,5.8625,8,8,0.0
female,2,S,Miss,Alone,female_2,Adult,Unknown,Medium,1,0,36.0,13.0,13.0,1,1,1.0
male,3,Q,Mr,Alone,male_3,Adult,Unknown,Low,1,0,25.0,7.7292,7.7292,1,1,0.0
female,2,C,Miss,Alone,female_2,Adult,Unknown,Medium,1,0,17.0,12.0,12.0,1,1,1.0
male,1,S,Mr,Optimal,male_1,Adult,B,VeryHigh,0,1,36.0,120.0,30.0,4,4,1.0
male,3,S,Mr,Alone,male_3,Adult,Unknown,Low,1,0,21.0,7.7958,7.7958,1,1,1.0
male,3,S,Mr,Optimal,male_3,Adult,Unknown,Medium,0,0,28.0,7.925,2.6416666666666666,3,1,0.0
female,1,C,Miss,Small,female_1,Adult,D,VeryHigh,0,1,23.0,113.275,56.6375,2,3,1.0
female,3,S,Mrs,Optimal,female_3,Adult,G,High,0,1,24.0,16.7,5.566666666666666,3,3,1.0
male,3,S,Mr,Alone,male_3,Adult,Unknown,Low,1,0,22.0,7.7958,7.7958,1,1,0.0
female,3,S,Miss,Alone,female_3,Adult,Unknown,Low,1,0,31.0,7.8542,7.8542,1,1,0.0
male,2,S,Mr,Alone,male_2,Adult,Unknown,High,1,0,46.0,26.0,26.0,1,2,0.0
male,2,S,Rare,Alone,male_2,Adult,Unknown,Medium,1,0,23.0,10.5,10.5,1,1,0.0
female,2,S,Mrs,Alone,female_2,Adult,Unknown,Medium,1,0,28.0,12.65,12.65,1,1,1.0
male,3,S,Mr,Alone,male_3,Adult,Unknown,Medium,1,0,39.0,7.925,7.925,1,1,1.0
male,3,S,Mr,Alone,male_3,Adult,Unknown,Medium,1,0,26.0,8.05,8.05,1,1,0.0
female,3,S,Miss,Small,female_3,Adult,Unknown,Medium,0,0,21.0,9.825,4.9125,2,1,0.0
male,3,S,Mr,Small,male_3,Adult,Unknown,High,0,0,28.0,15.85,7.925,2,2,0.0
female,3,S,Miss,Alone,female_3,Adult,Unknown,Medium,1,0,20.0,8.6625,8.6625,1,1,0.0
male,2,S,Mr,Small,male_2,Adult,Unknown,High,0,0,34.0,21.0,10.5,2,2,0.0
male,3,S,Mr,Alone,male_3,Adult,Unknown,Low,1,0,51.0,7.75,7.75,1,1,0.0
male,2,S,Master,Optimal,male_2,Child,Unknown,High,0,0,3.0,18.75,6.25,3,3,1.0
male,3,S,Mr,Alone,male_3,Adult,Unknown,Low,1,0,21.0,7.775,7.775,1,1,0.0
female,3,S,Miss,Large,female_3,Adult,Unknown,High,0,0,22.0,25.4667,5.0933399999999995,5,5,0.0
male,3,S,Mr,Alone,male_3,Adult,Unknown,Low,1,0,25.0,7.8958,7.8958,1,1,0.0
male,3,Q,Mr,Alone,male_3,Adult,Unknown,Low,1,0,25.0,6.8583,6.8583,1,1,0.0
female,1,Q,Miss,Small,female_1,Adult,C,VeryHigh,0,1,33.0,90.0,45.0,2,3,1.0
male,2,S,Mr,Alone,male_2,Adult,Unknown,Low,1,0,29.5,0.0,0.0,1,3,0.0
male,3,S,Mr,Alone,male_3,Adult,Unknown,Medium,1,0,44.0,7.925,7.925,1,1,1.0
female,3,S,Mrs,Alone,female_3,Adult,Unknown,Medium,1,0,22.0,8.05,8.05,1,1,0.0
female,2,S,Mrs,Optimal,female_2,Adult,Unknown,VeryHigh,0,0,34.0,32.5,10.833333333333334,3,3,1.0
female,2,S,Miss,Optimal,female_2,Adult,Unknown,Medium,0,0,18.0,13.0,4.333333333333333,3,1,1.0
male,2,S,Mr,Alone,male_2,Adult,Unknown,Medium,1,0,30.0,13.0,13.0,1,1,0.0
female,3,S,Miss,Optimal,female_3,Child,Unknown,High,0,0,10.0,24.15,8.049999999999999,3,3,0.0
male,3,C,Mr,Alone,male_3,Adult,Unknown,Low,1,0,25.0,7.8958,7.8958,1,1,0.0
male,3,Q,Mr,Alone,male_3,Adult,Unknown,Low,1,0,21.0,7.7333,7.7333,1,1,0.0
male,3,S,Mr,Alone,male_3,Adult,Unknown,Low,1,0,29.0,7.875,7.875,1,1,0.0
female,3,S,Mrs,Optimal,female_3,Adult,Unknown,Medium,0,0,28.0,14.4,4.8,3,3,0.0
male,3,S,Mr,Optimal,male_3,Adult,Unknown,High,0,0,18.0,20.2125,6.7375,3,3,0.0
male,3,S,Mr,Alone,male_3,Adult,Unknown,Low,1,0,25.0,7.25,7.25,1,1,0.0
female,2,S,Mrs,Small,female_2,Adult,Unknown,High,0,0,28.0,26.0,13.0,2,2,1.0
female,2,S,Miss,Alone,female_2,Adult,Unknown,High,1,0,19.0,26.0,26.0,1,2,1.0
male,3,Q,Mr,Alone,male_3,Adult,Unknown,Low,1,0,25.0,7.75,7.75,1,1,0.0
male,3,S,Mr,Alone,male_3,Adult,E,Medium,1,1,32.0,8.05,8.05,1,1,1.0
male,1,S,Mr,Alone,male_1,Adult,C,High,1,1,28.0,26.55,26.55,1,1,1.0
female,3,S,Mrs,Small,female_3,Adult,Unknown,High,0,0,22.0,16.1,8.05,2,2,1.0
female,2,S,Mrs,Small,female_2,Adult,Unknown,High,0,0,42.0,26.0,13.0,2,2,1.0
male,3,S,Mr,Alone,male_3,Adult,Unknown,Low,1,0,17.0,7.125,7.125,1,1,0.0
male,1,S,Mr,Small,male_1,Adult,E,VeryHigh,0,1,50.0,55.9,27.95,2,2,0.0
female,1,S,Miss,Optimal,female_1,Child,B,VeryHigh,0,1,14.0,120.0,30.0,4,4,1.0
female,3,S,Miss,Large,female_3,Adult,Unknown,VeryHigh,0,0,21.0,34.375,6.875,5,5,0.0
female,2,S,Mrs,Large,female_2,Adult,Unknown,High,0,0,24.0,18.75,3.125,6,3,1.0
male,1,S,Mr,Large,male_1,Elderly,C,VeryHigh,0,1,64.0,263.0,43.833333333333336,6,6,0.0
male,2,S,Mr,Alone,male_2,Adult,Unknown,Medium,1,0,31.0,10.5,10.5,1,1,0.0
female,2,S,Mrs,Optimal,female_2,Adult,Unknown,High,0,0,45.0,26.25,8.75,3,3,1.0
male,3,S,Mr,Alone,male_3,Adult,Unknown,Medium,1,0,20.0,9.5,9.5,1,1,0.0
