Sex,Pclass,Embarked,Title,FamilySize_Cat,Sex_Pclass,AgeGroup,Deck,FareBin,IsAlone,CabinKnown,Age,Fare,FarePerPerson,FamilySize,TicketGroupSize,Survived
male,3,S,Mr,Small,male_3,Adult,Unknown,Low,0,0,25.0,7.775,3.8875,2,1,0.0
female,2,S,Miss,Alone,female_2,Adult,Unknown,Medium,1,0,28.0,13.0,13.0,1,1,1.0
male,3,S,Mr,Alone,male_3,Adult,Unknown,Medium,1,0,25.0,8.1125,8.1125,1,1,1.0
male,1,S,Master,Optimal,male_1,Child,A,VeryHigh,0,1,4.0,81.8583,27.2861,3,3,1.0
female,2,S,Miss,Small,female_2,Child,Unknown,High,0,0,13.0,19.5,9.75,2,2,1.0
male,1,S,Mr,Alone,male_1,Adult,Unknown,High,1,0,34.0,26.55,26.55,1,1,1.0
female,3,C,Miss,Optimal,female_3,Child,Unknown,High,0,0,5.0,19.2583,4.814575,4,4,1.0
male,1,S,Rare,Alone,male_1,Adult,C,High,1,1,52.0,30.5,30.5,1,1,1.0
male,2,S,Mr,Optimal,male_2,Adult,Unknown,High,0,0,36.0,27.75,6.9375,4,4,0.0
male,3,S,Mr,Small,male_3,Adult,Unknown,High,0,0,25.0,19.9667,9.98335,2,1,0.0
male,1,C,Mr,Alone,male_1,Adult,C,High,1,1,30.0,27.75,27.75,1,1,0.0
male,1,C,Mr,Small,male_1,Adult,C,VeryHigh,0,1,49.0,89.1042,44.5521,2,2,1.0
male,3,S,Mr,Alone,male_3,Adult,Unknown,Medium,1,0,25.0,8.05,8.05,1,1,0.0
male,3,C,Mr,Alone,male_3,Adult,Unknown,Low,1,0,29.0,7.8958,7.8958,1,1,1.0
male,1,S,Mr,Alone,male_1,Elderly,E,High,1,1,65.0,26.55,26.55,1,1,0.0
female,1,S,Mrs,Small,female_1,Adult,D,VeryHigh,0,1,36.0,51.8625,25.93125,2,2,1.0
female,2,S,Miss,Alone,female_2,Adult,Unknown,Medium,1,0,50.0,10.5,10.5,1,1,1.0
male,3,Q,Mr,Alone,male_3,Adult,Unknown,Low,1,0,25.0,7.75,7.75,1,1,0.0
male,1,S,Mr,Alone,male_1,Adult,E,High,1,1,48.0,26.55,26.55,1,1,1.0
male,3,S,Mr,Alone,male_3,Adult,Unknown,Medium,1,0,34.0,8.05,8.05,1,1,0.0
male,1,S,Mr,Alone,male_1,Adult,E,VeryHigh,1,1,47.0,38.5,38.5,1,1,0.0
male,2,S,Mr,Alone,male_2,Adult,Unknown,Medium,1,0,48.0,13.0,13.0,1,1,0.0
male,3,S,Mr,Alone,male_3,Adult,Unknown,Medium,1,0,25.0,8.05,8.05,1,1,0.0
male,3,S,Mr,Alone,male_3,Adult,Unknown,Low,1,0,38.0,7.05,7.05,1,1,0.0
male,2,S,Mr,Alone,male_2,Adult,Unknown,Low,1,0,29.5,0.0,0.0,1,3,0.0
male,1,S,Mr,Alone,male_1,Adult,Unknown,High,1,0,56.0,26.55,26.55,1,1,0.0
male,3,Q,Mr,Alone,male_3,Adult,Unknown,Low,1,0,25.0,7.725,7.725,1,1,0.0
female,3,C,Miss,Optimal,female_3,Child,Unknown,High,0,0,0.75,19.2583,4.814575,4,4,1.0
male,3,S,Mr,Alone,male_3,Adult,Unknown,Low,1,0,25.0,7.25,7.25,1,1,0.0
male,3,S,Mr,Alone,male_3,Adult,Unknown,Medium,1,0,38.0,8.6625,8.6625,1,1,0.0
female,2,S,Mrs,Optimal,female_2,Adult,Unknown,High,0,0,33.0,27.75,6.9375,4,4,1.0
female,2,C,Mrs,Alone,female_2,Adult,D,Medium,1,1,23.0,13.7917,13.7917,1,1,1.0
female,3,S,Miss,Alone,female_3,Adult,Unknown,Medium,1,0,22.0,9.8375,9.8375,1,1,0.0
male,1,S,Mr,Alone,male_1,Adult,A,VeryHigh,1,1,42.0,52.0,52.0,1,2,0.0
male,2,S,Mr,Small,male_2,Adult,Unknown,High,0,0,34.0,21.0,10.5,2,2,0.0
male,3,S,Mr,Small,male_3,Adult,Unknown,Low,0,0,29.0,7.0458,3.5229,2,1,0.0
male,3,S,Mr,Alone,male_3,Adult,Unknown,Low,1,0,22.0,7.5208,7.5208,1,1,0.0
female,3,S,Miss,Small,female_3,Child,Unknown,Medium,0,0,2.0,12.2875,6.14375,2,2,1.0
male,3,S,Master,Large,male_3,Child,Unknown,VeryHigh,0,0,9.0,46.9,5.8625,8,8,0.0
male,2,S,Mr,Alone,male_2,Adult,Unknown,Low,1,0,29.5,0.0,0.0,1,1,0.0
male,3,S,Mr,Alone,male_3,Adult,Unknown,Medium,1,0,50.0,8.05,8.05,1,1,0.0
female,3,S,Mrs,Alone,female_3,Elderly,Unknown,Medium,1,0,63.0,9.5875,9.5875,1,1,1.0
male,1,C,Mr,Small,male_1,Adult,B,VeryHigh,0,1,25.0,91.0792,45.5396,2,2,1.0
female,3,S,Miss,Large,female_3,Adult,Unknown,High,0,0,22.0,25.4667,5.0933399999999995,5,5,0.0
female,1,S,Mrs,Small,female_1,Adult,C,VeryHigh,0,1,35.0,90.0,45.0,2,2,1.0
male,1,C,Mr,Alone,male_1,Adult,B,High,1,1,58.0,29.7,29.7,1,1,0.0
male,3,S,Mr,Alone,male_3,Adult,Unknown,Medium,1,0,30.0,8.05,8.05,1,1,0.0
male,3,S,Master,Optimal,male_3,Child,Unknown,High,0,0,9.0,15.9,5.3,3,3,1.0
male,3,S,Mr,Small,male_3,Adult,Unknown,High,0,0,25.0,19.9667,9.98335,2,1,0.0
male,3,S,Mr,Alone,male_3,Adult,Unknown,Low,1,0,21.0,7.25,7.25,1,1,0.0
male,1,S,Mr,Alone,male_1,Adult,C,High,1,1,55.0,30.5,30.5,1,1,0.0
male,1,C,Mr,Alone,male_1,Elderly,Unknown,VeryHigh,1,0,71.0,49.5042,49.5042,1,1,0.0
male,3,S,Mr,Alone,male_3,Adult,Unknown,Medium,1,0,21.0,8.05,8.05,1,1,0.0
male,3,C,Mr,Alone,male_3,Adult,Unknown,High,1,0,25.0,14.4583,14.4583,1,2,0.0
female,1,C,Miss,Small,female_1,Adult,D,VeryHigh,0,1,54.0,78.2667,39.13335,2,2,1.0
male,3,S,Mr,Alone,male_3,Adult,Unknown,High,1,0,25.0,15.1,15.1,1,2,0.0
female,1,S,Mrs,Optimal,female_1,Adult,C,VeryHigh,0,1,25.0,151.55,37.8875,4,6,0.0
male,3,S,Mr,Alone,male_3,Adult,Unknown,Low,1,0,24.0,7.7958,7.7958,1,1,0.0
male,3,S,Mr,Alone,male_3,Adult,Unknown,Medium,1,0,17.0,8.6625,8.6625,1,1,0.0
female,3,Q,Miss,Alone,female_3,Adult,Unknown,Low,1,0,21.0,7.75,7.75,1,1,0.0
female,3,Q,Miss,Alone,female_3,Adult,Unknown,Low,1,0,22.0,7.6292,7.6292,1,1,0.0
female,3,S,Miss,Alone,female_3,Adult,Unknown,Medium,1,0,37.0,9.5875,9.5875,1,1,0.0
female,1,S,Miss,Alone,female_1,Adult,B,VeryHigh,1,1,16.0,86.5,86.5,1,3,1.0
male,1,C,Mr,Small,male_1,Adult,C,VeryHigh,0,1,18.0,108.9,54.45,2,3,0.0
female,2,S,Mrs,Optimal,female_2,Adult,Unknown,High,0,0,33.0,26.0,8.666666666666666,3,3,1.0
male,1,S,Mr,Alone,male_1,Adult,Unknown,High,1,0,42.0,26.55,26.55,1,1,1.0
male,3,S,Mr,Alone,male_3,Adult,Unknown,High,1,0,28.0,22.525,22.525,1,3,0.0
male,3,S,Mr,Alone,male_3,Adult,Unknown,VeryHigh,1,0,26.0,56.4958,56.4958,1,8,1.0
male,3,Q,Mr,Alone,male_3,Adult,Unknown,Low,1,0,29.0,7.75,7.75,1,1,1.0
male,3,S,Mr,Alone,male_3,Adult,Unknown,Medium,1,0,25.0,8.05,8.05,1,1,0.0
male,1,S,Mr,Alone,male_1,Adult,E,High,1,1,36.0,26.2875,26.2875,1,1,1.0
female,1,C,Mrs,Small,female_1,Adult,Unknown,VeryHigh,0,0,54.0,59.4,29.7,2,2,1.0
male,3,S,Mr,Alone,male_3,Adult,Unknown,Low,1,0,24.0,7.4958,7.4958,1,1,0.0
male,1,S,Mr,Alone,male_1,Adult,D,VeryHigh,1,1,47.0,34.0208,34.0208,1,1,0.0
female,2,S,Mrs,Alone,female_2,Adult,F,Medium,1,1,34.0,10.5,10.5,1,1,1.0
male,3,Q,Mr,Alone,male_3,Adult,Unknown,High,1,0,25.0,24.15,24.15,1,3,0.0
female,2,S,Mrs,Small,female_2,Adult,Unknown,High,0,0,36.0,26.0,13.0,2,2,1.0
male,3,S,Mr,Alone,male_3,Adult,Unknown,Low,1,0,32.0,7.8958,7.8958,1,1,0.0
female,1,S,Miss,Alone,female_1,Adult,B,VeryHigh,1,1,30.0,93.5,93.5,1,4,1.0
male,3,S,Mr,Alone,male_3,Adult,Unknown,Low,1,0,22.0,7.8958,7.8958,1,1,0.0
male,3,C,Mr,Alone,male_3,Adult,Unknown,Low,1,0,25.0,7.225,7.225,1,1,0.0
female,1,C,Mrs,Small,female_1,Adult,B,VeryHigh,0,1,44.0,57.9792,28.9896,2,2,1.0
male,3,C,Mr,Alone,male_3,Adult,Unknown,Low,1,0,25.0,7.2292,7.2292,1,1,0.0
male,3,Q,Mr,Alone,male_3,Adult,Unknown,Low,1,0,40.5,7.75,7.75,1,1,0.0
female,2,S,Miss,Alone,female_2,Adult,Unknown,Medium,1,0,50.0,10.5,10.5,1,1,1.0
male,1,S,Mr,Alone,male_1,Adult,C,VeryHigh,1,1,42.0,221.7792,221.7792,1,4,0.0
male,3,S,Mr,Alone,male_3,Adult,Unknown,Medium,1,0,39.0,7.925,7.925,1,1,0.0
male,2,S,Mr,Optimal,male_2,Adult,Unknown,Medium,0,0,23.0,11.5,2.875,4,1,0.0
female,2,S,Miss,Optimal,female_2,Child,Unknown,High,0,0,2.0,26.0,8.666666666666666,3,3,1.0
male,3,C,Mr,Alone,male_3,Adult,Unknown,Low,1,0,25.0,7.2292,7.2292,1,1,0.0
male,3,C,Mr,Optimal,male_3,Adult,Unknown,Low,0,0,17.0,7.2292,2.409733333333333,3,1,0.0
female,3,C,Mrs,Optimal,female_3,Adult,Unknown,High,0,0,22.0,22.3583,7.452766666666666,3,3,1.0
female,3,S,Miss,Alone,female_3,Adult,Unknown,Medium,1,0,30.0,8.6625,8.6625,1,1,0.0
female,2,S,Miss,Optimal,female_2,Child,Unknown,High,0,0,7.0,26.25,8.75,3,3,1.0
male,1,S,Rare,Alone,male_1,Adult,B,High,1,1,45.0,26.55,26.55,1,1,0.0
female,1,C,Miss,Alone,female_1,Adult,Unknown,VeryHigh,1,0,30.0,106.425,106.425,1,3,1.0
male,3,S,Mr,Alone,male_3,Adult,Unknown,High,1,0,25.0,14.5,14.5,1,2,0.0
female,1,C,Miss,Optimal,female_1,Adult,B,VeryHigh,0,1,22.0,49.5,16.5,3,1,1.0
female,1,S,Miss,Optimal,female_1,Adult,B,VeryHigh,0,1,36.0,71.0,23.666666666666668,3,2,1.0
female,3,S,Miss,Large,female_3,Child,Unknown,High,0,0,9.0,31.275,4.4678571428571425,7,7,0.0
female,3,S,Miss,Large,female_3,Child,Unknown,High,0,0,11.0,31.275,4.4678571428571425,7,7,0.0
male,2,S,Mr,Small,male_2,Adult,Unknown,High,0,0,32.0,26.0,13.0,2,2,1.0
male,1,C,Mr,Small,male_1,Adult,C,VeryHigh,0,1,50.0,106.425,53.2125,2,3,0.0
male,1,S,Mr,Alone,male_1,Elderly,Unknown,High,1,0,64.0,26.0,26.0,1,1,0.0
female,2,S,Mrs,Small,female_2,Adult,Unknown,High,0,0,19.0,26.0,13.0,2,2,1.0
male,2,C,Mr,Alone,male_2,Adult,Unknown,Medium,1,0,29.5,13.8625,13.8625,1,1,1.0
male,3,S,Mr,Optimal,male_3,Adult,Unknown,High,0,0,33.0,20.525,6.841666666666666,3,3,0.0
male,2,S,Master,Optimal,male_2,Child,Unknown,VeryHigh,0,0,8.0,36.75,12.25,3,4,1.0
male,1,C,Mr,Optimal,male_1,Adult,C,VeryHigh,0,1,17.0,110.8833,36.9611,3,4,1.0
male,2,S,Mr,Alone,male_2,Adult,Unknown,High,1,0,27.0,26.0,26.0,1,2,0.0
male,3,Q,Mr,Alone,male_3,Adult,Unknown,Low,1,0,25.0,7.8292,7.8292,1,1,0.0
male,3,C,Mr,Alone,male_3,Adult,Unknown,Low,1,0,22.0,7.225,7.225,1,1,1.0
female,3,S,Miss,Alone,female_3,Adult,Unknown,Low,1,0,22.0,7.775,7.775,1,1,1.0
male,1,S,Mr,Alone,male_1,Elderly,Unknown,High,1,0,62.0,26.55,26.55,1,1,0.0
female,1,C,Rare,Small,female_1,Adult,A,VeryHigh,0,1,48.0,39.6,19.8,2,1,1.0
male,1,C,Mr,Alone,male_1,Adult,Unknown,VeryHigh,1,0,42.0,227.525,227.525,1,5,0.0
female,1,S,Mrs,Optimal,female_1,Adult,E,VeryHigh,0,1,39.0,79.65,26.55,3,3,1.0
female,3,S,Mrs,Small,female_3,Adult,Unknown,High,0,0,36.0,17.4,8.7,2,2,1.0
male,3,Q,Mr,Alone,male_3,Adult,Unknown,Low,1,0,25.0,7.75,7.75,1,1,0.0
male,3,S,Mr,Alone,male_3,Adult,Unknown,Low,1,0,40.0,7.8958,7.8958,1,1,0.0
male,2,S,Mr,Alone,male_2,Adult,Unknown,Medium,1,0,28.0,13.5,13.5,1,1,0.0
male,3,S,Mr,Alone,male_3,Adult,Unknown,Medium,1,0,25.0,8.05,8.05,1,1,0.0
female,3,S,Miss,Alone,female_3,Adult,Unknown,Medium,1,0,22.0,8.05,8.05,1,1,0.0
male,3,S,Mr,Optimal,male_3,Adult,Unknown,High,0,0,24.0,24.15,8.049999999999999,3,3,0.0
male,3,S,Mr,Alone,male_3,Adult,Unknown,Low,1,0,19.0,7.8958,7.8958,1,1,0.0
female,3,S,Mrs,Large,female_3,Adult,Unknown,High,0,0,29.0,21.075,4.215,5,5,0.0
male,3,C,Mr,Alone,male_3,Adult,Unknown,Low,1,0,25.0,7.2292,7.2292,1,1,0.0
male,3,S,Mr,Alone,male_3,Adult,Unknown,Low,1,0,32.0,7.8542,7.8542,1,1,1.0
male,2,S,Mr,Alone,male_2,Elderly,Unknown,Medium,1,0,62.0,10.5,10.5,1,1,1.0
female,1,S,Mrs,Optimal,female_1,Adult,C,VeryHigh,0,1,53.0,51.4792,17.15973333333333,3,2,1.0
male,1,S,Mr,Alone,male_1,Adult,E,High,1,1,36.0,26.3875,26.3875,1,1,1.0
female,3,Q,Miss,Alone,female_3,Adult,Unknown,Low,1,0,22.0,7.75,7.75,1,1,1.0
male,3,S,Mr,Alone,male_3,Adult,Unknown,Medium,1,0,16.0,8.05,8.05,1,1,0.0
male,3,S,Mr,Alone,male_3,Adult,Unknown,High,1,0,19.0,14.5,14.5,1,2,0.0
female,2,S,Miss,Alone,female_2,Adult,Unknown,Medium,1,0,34.0,13.0,13.0,1,1,1.0
female,1,S,Mrs,Small,female_1,Adult,E,VeryHigh,0,1,39.0,55.9,27.95,2,2,1.0
female,3,C,Mrs,Small,female_3,Adult,Unknown,High,0,0,22.0,14.4583,7.22915,2,2,0.0
male,3,S,Mr,Alone,male_3,Adult,Unknown,Medium,1,0,32.0,7.925,7.925,1,1,1.0
female,2,S,Miss,Optimal,female_2,Adult,Unknown,High,0,0,25.0,30.0,10.0,3,2,1.0
female,1,C,Mrs,Optimal,female_1,Adult,C,VeryHigh,0,1,39.0,110.8833,36.9611,3,4,1.0
male,2,S,Mr,Alone,male_2,Adult,Unknown,High,1,0,54.0,26.0,26.0,1,2,0.0
male,1,C,Mr,Alone,male_1,Adult,A,VeryHigh,1,1,36.0,40.125,40.125,1,1,0.0
male,3,C,Mr,Alone,male_3,Adult,Unknown,Medium,1,0,25.0,8.7125,8.7125,1,1,0.0
female,1,S,Miss,Optimal,female_1,Adult,E,VeryHigh,0,1,18.0,79.65,26.55,3,3,1.0
male,2,S,Mr,Alone,male_2,Adult,Unknown,High,1,0,47.0,15.0,15.0,1,1,0.0
male,1,C,Mr,Optimal,male_1,Elderly,B,VeryHigh,0,1,60.0,79.2,26.400000000000002,3,2,1.0
male,3,S,Mr,Alone,male_3,Adult,Unknown,Medium,1,0,22.0,8.05,8.05,1,1,0.0
male,3,S,Mr,Alone,male_3,Adult,Unknown,Medium,1,0,25.0,8.05,8.05,1,1,0.0
male,3,S,Mr,Alone,male_3,Adult,Unknown,Low,1,0,35.0,7.125,7.125,1,1,0.0
female,1,C,Mrs,Small,female_1,Adult,D,VeryHigh,0,1,52.0,78.2667,39.13335,2,2,1.0
male,3,S,Mr,Alone,male_3,Adult,Unknown,Low,1,0,47.0,7.25,7.25,1,1,0.0
female,3,Q,Miss,Optimal,female_3,Adult,Unknown,Low,0,0,22.0,7.75,2.5833333333333335,3,1,0.0
male,2,S,Mr,Small,male_2,Adult,Unknown,High,0,0,37.0,26.0,13.0,2,2,0.0
male,3,S,Mr,Optimal,male_3,Adult,Unknown,High,0,0,36.0,24.15,8.049999999999999,3,3,0.0
female,2,S,Miss,Alone,female_2,Adult,Unknown,VeryHigh,1,0,28.0,33.0,33.0,1,3,1.0
male,3,S,Mr,Alone,male_3,Adult,Unknown,Low,1,0,49.0,0.0,0.0,1,4,0.0
male,3,C,Mr,Alone,male_3,Adult,Unknown,Low,1,0,25.0,7.225,7.225,1,1,0.0
male,1,C,Rare,Small,male_1,Adult,A,VeryHigh,0,1,49.0,56.9292,28.4646,2,2,1.0
female,2,S,Mrs,Optimal,female_2,Adult,Unknown,High,0,0,24.0,27.0,6.75,4,2,1.0
male,3,S,Mr,Alone,male_3,Adult,Unknown,Low,1,0,25.0,7.8958,7.8958,1,1,0.0
male,1,S,Mr,Alone,male_1,Adult,Unknown,VeryHigh,1,0,42.0,42.4,42.4,1,2,0.0
male,3,S,Mr,Alone,male_3,Adult,Unknown,Medium,1,0,44.0,8.05,8.05,1,1,0.0
male,1,C,Mr,Alone,male_1,Adult,Unknown,High,1,0,35.0,26.55,26.55,1,1,1.0
male,3,S,Mr,Small,male_3,Adult,Unknown,High,0,0,36.0,15.55,7.775,2,2,0.0
male,3,S,Mr,Alone,male_3,Adult,Unknown,Low,1,0,30.0,7.8958,7.8958,1,1,0.0
male,1,S,Mr,Alone,male_1,Adult,Unknown,High,1,0,27.0,30.5,30.5,1,1,1.0
female,2,C,Mrs,Optimal,female_2,Adult,Unknown,VeryHigh,0,0,22.0,41.5792,10.3948,4,4,1.0
female,1,S,Miss,Alone,female_1,Adult,C,VeryHigh,1,1,40.0,153.4625,153.4625,1,3,1.0
female,3,S,Mrs,Large,female_3,Adult,Unknown,High,0,0,39.0,31.275,4.4678571428571425,7,7,0.0
male,3,S,Mr,Alone,male_3,Adult,Unknown,Low,1,0,25.0,7.05,7.05,1,1,0.0
female,3,Q,Miss,Small,female_3,Adult,Unknown,High,0,0,22.0,15.5,7.75,2,2,1.0
male,3,Q,Mr,Alone,male_3,Adult,Unknown,Low,1,0,25.0,7.75,7.75,1,1,0.0
male,3,S,Mr,Alone,male_3,Adult,Unknown,Medium,1,0,35.0,8.05,8.05,1,1,0.0
female,2,S,Miss,Optimal,female_2,Adult,Unknown,VeryHigh,0,0,24.0,65.0,16.25,4,5,1.0
male,3,S,Mr,Optimal,male_3,Adult,Unknown,Medium,0,0,34.0,14.4,4.8,3,3,0.0
female,3,S,Mrs,Small,female_3,Adult,Unknown,High,0,0,26.0,16.1,8.05,2,2,0.0
female,2,S,Miss,Optimal,female_2,Child,F,VeryHigh,0,1,4.0,39.0,9.75,4,4,1.0
male,2,S,Mr,Alone,male_2,Adult,Unknown,Medium,1,0,26.0,10.5,10.5,1,1,0.0
male,3,C,Mr,Small,male_3,Adult,Unknown,Medium,0,0,27.0,14.4542,7.2271,2,2,0.0
male,1,S,Mr,Small,male_1,Adult,D,VeryHigh,0,1,42.0,52.5542,26.2771,2,2,1.0
male,3,C,Mr,Optimal,male_3,Adult,Unknown,High,0,0,20.0,15.7417,5.247233333333333,3,3,1.0
male,3,S,Mr,Alone,male_3,Adult,Unknown,Low,1,0,21.0,7.8542,7.8542,1,1,0.0
male,3,S,Mr,Alone,male_3,Adult,Unknown,High,1,0,21.0,16.1,16.1,1,2,0.0
male,1,S,Mr,Alone,male_1,Elderly,D,VeryHigh,1,1,61.0,32.3208,32.3208,1,1,0.0
male,2,Q,Rare,Alone,male_2,Adult,Unknown,Medium,1,0,57.0,12.35,12.35,1,1,0.0
female,1,S,Miss,Alone,female_1,Adult,D,VeryHigh,1,1,21.0,77.9583,77.9583,1,3,1.0
male,3,S,Mr,Alone,male_3,Adult,Unknown,Low,1,0,26.0,7.8958,7.8958,1,1,0.0
male,3,Q,Mr,Alone,male_3,Adult,Unknown,Low,1,0,25.0,7.7333,7.7333,1,1,0.0
male,1,S,Mr,Alone,male_1,Elderly,A,High,1,1,80.0,30.0,30.0,1,1,1.0
male,3,S,Mr,Alone,male_3,Adult,Unknown,Low,1,0,51.0,7.0542,7.0542,1,1,0.0
male,1,C,Rare,Alone,male_1,Adult,B,High,1,1,32.0,30.5,30.5,1,1,1.0
male,1,S,Mr,Alone,male_1,Adult,Unknown,Low,1,0,42.0,0.0,0.0,1,1,0.0
female,3,S,Miss,Large,female_3,Child,Unknown,High,0,0,9.0,27.9,4.6499999999999995,6,6,0.0
female,2,S,Miss,Alone,female_2,Adult,Unknown,Medium,1,0,28.0,13.0,13.0,1,1,1.0
male,3,S,Mr,Alone,male_3,Adult,Unknown,Medium,1,0,32.0,7.925,7.925,1,1,0.0
male,2,S,Mr,Optimal,male_2,Adult,Unknown,High,0,0,31.0,26.25,8.75,3,3,0.0
female,3,S,Mrs,Large,female_3,Adult,Unknown,VeryHigh,0,0,41.0,39.6875,6.614583333333333,6,7,0.0
male,3,S,Mr,Small,male_3,Adult,Unknown,High,0,0,25.0,16.1,8.05,2,2,0.0
male,3,S,Mr,Alone,male_3,Adult,Unknown,Low,1,0,20.0,7.8542,7.8542,1,1,0.0
female,1,C,Miss,Alone,female_1,Adult,B,VeryHigh,1,1,24.0,69.3,69.3,1,2,1.0
female,3,S,Miss,Large,female_3,Child,Unknown,High,0,0,2.0,27.9,4.6499999999999995,6,6,0.0
male,3,S,Mr,Alone,male_3,Adult,Unknown,VeryHigh,1,0,25.0,56.4958,56.4958,1,8,1.0
female,3,C,Miss,Optimal,female_3,Child,Unknown,High,0,0,0.75,19.2583,4.814575,4,4,1.0
male,1,C,Mr,Small,male_1,Adult,D,VeryHigh,0,1,48.0,76.7292,38.3646,2,3,1.0
male,3,S,Mr,Alone,male_3,Adult,Unknown,Low,1,0,19.0,7.8958,7.8958,1,1,0.0
male,1,C,Rare,Alone,male_1,Adult,A,VeryHigh,1,1,56.0,35.5,35.5,1,1,1.0
male,3,S,Mr,Alone,male_3,Adult,Unknown,Low,1,0,25.0,7.55,7.55,1,1,0.0
female,3,S,Miss,Alone,female_3,Adult,Unknown,Low,1,0,23.0,7.55,7.55,1,1,1.0
male,3,S,Mr,Alone,male_3,Adult,Unknown,Low,1,0,25.0,7.8958,7.8958,1,1,0.0
female,2,S,Miss,Small,female_2,Adult,Unknown,High,0,0,18.0,23.0,11.5,2,2,1.0
male,3,S,Mr,Alone,male_3,Adult,Unknown,Medium,1,0,21.0,8.4333,8.4333,1,1,0.0
female,3,Q,Miss,Alone,female_3,Adult,Unknown,Low,1,0,22.0,7.8292,7.8292,1,1,1.0
female,3,Q,Miss,Alone,female_3,Adult,Unknown,Low,1,0,18.0,6.75,6.75,1,1,0.0
male,2,S,Mr,Optimal,male_2,Adult,Unknown,VeryHigh,0,0,24.0,73.5,24.5,3,7,0.0
male,3,S,Mr,Alone,male_3,Adult,Unknown,Low,1,0,25.0,7.8958,7.8958,1,1,0.0
female,3,Q,Mrs,Optimal,female_3,Adult,Unknown,High,0,0,32.0,15.5,5.166666666666667,3,2,0.0
male,2,S,Mr,Alone,male_2,Adult,Unknown,Medium,1,0,23.0,13.0,13.0,1,1,0.0
male,1,C,Mr,Optimal,male_1,Adult,D,VeryHigh,0,1,58.0,113.275,37.75833333333333,3,3,0.0
male,1,S,Rare,Optimal,male_1,Adult,Unknown,VeryHigh,0,0,50.0,133.65,44.550000000000004,3,2,1.0
male,3,C,Mr,Alone,male_3,Adult,Unknown,Low,1,0,40.0,7.225,7.225,1,1,0.0
male,1,S,Mr,Alone,male_1,Adult,E,High,1,1,47.0,25.5875,25.5875,1,1,0.0
male,3,S,Mr,Alone,male_3,Adult,Unknown,Low,1,0,36.0,7.4958,7.4958,1,1,0.0
male,3,S,Mr,Small,male_3,Adult,Unknown,Medium,0,0,20.0,7.925,3.9625,2,1,1.0
male,2,S,Mr,Optimal,male_2,Adult,Unknown,VeryHigh,0,0,32.0,73.5,24.5,3,7,0.0
